Dentists per 100000 Population-Density; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Dentists per 100000 Population
2018,13163,Jefferson County,Georgia,8.4,19.65023
2018,13259,Stewart County,Georgia,8.4,No Data
2018,13265,Taliaferro County,Georgia,8.4,No Data
2018,15005,Kalawao County,Hawaii,8.4,No Data
2018,16065,Madison County,Idaho,8.4,62.00704
2018,17019,Champaign County,Illinois,8.4,65.01205
2018,17055,Franklin County,Illinois,8.4,39.41146
2018,17095,Knox County,Illinois,8.4,38.73361
2018,18171,Warren County,Indiana,8.4,12.20405
2018,19029,Cass County,Iowa,8.4,109.22993
2018,19073,Greene County,Iowa,8.4,34.11029
2018,19133,Monona County,Iowa,8.4,34.89184
2018,19153,Polk County,Iowa,8.4,75.05852
2018,20059,Franklin County,Kansas,8.4,31.124769999999998
2018,20095,Kingman County,Kansas,8.4,14.33897
2018,20113,Mcpherson County,Kansas,8.4,52.727779999999996
2018,20145,Pawnee County,Kansas,8.4,31.4169
2018,20181,Sherman County,Kansas,8.4,69.24009
2018,21065,Estill County,Kentucky,8.4,49.613719999999994
2018,21091,Hancock County,Kentucky,8.4,68.63418
2018,21189,Owsley County,Kentucky,8.4,23.08936
2018,22021,Caldwell Parish,Louisiana,8.4,20.32727
2018,23011,Kennebec County,Maine,8.4,82.95718000000001
2018,23017,Oxford County,Maine,8.4,36.124680000000005
2018,23029,Washington County,Maine,8.4,47.6599
2018,26015,Barry County,Michigan,8.4,27.3924
2018,26017,Bay County,Michigan,8.4,66.41467999999999
2018,26045,Eaton County,Michigan,8.4,69.90594
2018,26063,Huron County,Michigan,8.4,55.4595
2018,26065,Ingham County,Michigan,8.4,76.0472
2018,26079,Kalkaska County,Michigan,8.4,38.88241
2018,26123,Newaygo County,Michigan,8.4,60.79274
2018,26157,Tuscola County,Michigan,8.4,38.248960000000004
2018,27009,Benton County,Minnesota,8.4,36.62288
2018,27079,Le Sueur County,Minnesota,8.4,34.7935
2018,27125,Red Lake County,Minnesota,8.4,No Data
2018,28125,Sharkey County,Mississippi,8.4,No Data
2018,28155,Webster County,Mississippi,8.4,31.004550000000002
2018,29029,Camden County,Missouri,8.4,53.86306
2018,29187,St. Francois County,Missouri,8.4,42.114760000000004
2018,29215,Texas County,Missouri,8.4,19.910800000000002
2018,29229,Wright County,Missouri,8.4,49.11323
2018,30047,Lake County,Montana,8.4,87.13613
2018,31093,Howard County,Nebraska,8.4,30.826140000000002
2018,31115,Loup County,Nebraska,8.4,No Data
2018,31141,Platte County,Nebraska,8.4,47.95588
2018,34029,Ocean County,New Jersey,8.4,62.02817
2018,36053,Madison County,New York,8.4,36.89094
2018,37099,Jackson County,North Carolina,8.4,47.6915
2018,37105,Lee County,North Carolina,8.4,51.320710000000005
2018,38029,Emmons County,North Dakota,8.4,31.37747
2018,39011,Auglaize County,Ohio,8.4,32.83713
2018,39133,Portage County,Ohio,8.4,47.36043
2018,40107,Okfuskee County,Oklahoma,8.4,8.499789999999999
2018,41067,Washington County,Oregon,8.4,92.6242
2018,42059,Greene County,Pennsylvania,8.4,36.49533
2018,42063,Indiana County,Pennsylvania,8.4,41.834
2018,42131,Wyoming County,Pennsylvania,8.4,45.18583
2018,46095,Mellette County,South Dakota,8.4,No Data
2018,46129,Walworth County,South Dakota,8.4,56.22189
2018,47141,Putnam County,Tennessee,8.4,65.48949999999999
2018,47145,Roane County,Tennessee,8.4,50.14766
2018,48241,Jasper County,Texas,8.4,31.095409999999998
2018,48427,Starr County,Texas,8.4,12.44826
2018,50003,Bennington County,Vermont,8.4,90.55408
2018,51037,Charlotte County,Virginia,8.4,33.84095
2018,51520,Bristol City,Virginia,8.4,34.62404
2018,51775,Salem City,Virginia,8.4,134.17522
2018,53047,Okanogan County,Washington,8.4,72.7358
2018,53059,Skamania County,Washington,8.4,8.25968
2018,54013,Calhoun County,West Virginia,8.4,43.19654
2018,54021,Gilmer County,West Virginia,8.4,12.80246
2018,54069,Ohio County,West Virginia,8.4,111.69928999999999
2018,55029,Door County,Wisconsin,8.4,68.12722
2018,55049,Iowa County,Wisconsin,8.4,59.22166
2018,55095,Polk County,Wisconsin,8.4,57.08545
2018,56025,Natrona County,Wyoming,8.4,79.19322
2018,56041,Uinta County,Wyoming,8.4,84.09597
2018,02164,Lake and Peninsula Borough,Alaska,8.5,No Data
2018,05025,Cleveland County,Arkansas,8.5,No Data
2018,05081,Little River County,Arkansas,8.5,41.0509
2018,05147,Woodruff County,Arkansas,8.5,47.89272
2018,08089,Otero County,Colorado,8.5,32.96522
2018,12011,Broward County,Florida,8.5,78.03463
2018,12129,Wakulla County,Florida,8.5,11.65535
2018,13055,Chattooga County,Georgia,8.5,36.22751
2018,13155,Irwin County,Georgia,8.5,No Data
2018,13157,Jackson County,Georgia,8.5,47.24471
2018,13167,Johnson County,Georgia,8.5,10.34447
2018,13237,Putnam County,Georgia,8.5,22.20249
2018,13321,Worth County,Georgia,8.5,10.01402
2018,16003,Adams County,Idaho,8.5,44.97414
2018,16015,Boise County,Idaho,8.5,No Data
2018,18009,Blackford County,Indiana,8.5,25.46257
2018,18065,Henry County,Indiana,8.5,37.47424
2018,19001,Adair County,Iowa,8.5,56.66525
2018,19023,Butler County,Iowa,8.5,27.90763
2018,19169,Story County,Iowa,8.5,50.89732
2018,19193,Woodbury County,Iowa,8.5,72.71811
2018,20203,Wichita County,Kansas,8.5,48.216010000000004
2018,21007,Ballard County,Kentucky,8.5,25.743339999999996
2018,21099,Hart County,Kentucky,8.5,26.2978
2018,21105,Hickman County,Kentucky,8.5,22.91476
2018,22003,Allen Parish,Louisiana,8.5,27.51572
2018,22025,Catahoula Parish,Louisiana,8.5,21.677870000000002
2018,22123,West Carroll Parish,Louisiana,8.5,18.7864
2018,26073,Isabella County,Michigan,8.5,64.74448
2018,26115,Monroe County,Michigan,8.5,45.16232
2018,27013,Blue Earth County,Minnesota,8.5,90.85446999999999
2018,27015,Brown County,Minnesota,8.5,68.42148
2018,27017,Carlton County,Minnesota,8.5,64.30149
2018,27135,Roseau County,Minnesota,8.5,52.92055
2018,29115,Linn County,Missouri,8.5,33.81234
2018,30013,Cascade County,Montana,8.5,92.19876
2018,30089,Sanders County,Montana,8.5,32.90285
2018,31023,Butler County,Nebraska,8.5,25.125629999999997
2018,31025,Cass County,Nebraska,8.5,26.684959999999997
2018,31153,Sarpy County,Nebraska,8.5,68.30601
2018,32019,Lyon County,Nevada,8.5,20.57648
2018,33011,Hillsborough County,New Hampshire,8.5,82.39101
2018,34009,Cape May County,New Jersey,8.5,60.07909
2018,36041,Hamilton County,New York,8.5,No Data
2018,36071,Orange County,New York,8.5,68.52978
2018,38001,Adams County,North Dakota,8.5,45.70384
2018,38103,Wells County,North Dakota,8.5,134.80723
2018,39021,Champaign County,Ohio,8.5,33.36756
2018,39121,Noble County,Ohio,8.5,20.885550000000002
2018,40043,Dewey County,Oklahoma,8.5,20.76843
2018,40067,Jefferson County,Oklahoma,8.5,No Data
2018,40135,Sequoyah County,Oklahoma,8.5,38.51895
2018,40149,Washita County,Oklahoma,8.5,18.46722
2018,41043,Linn County,Oregon,8.5,61.04354
2018,42057,Fulton County,Pennsylvania,8.5,20.68823
2018,42079,Luzerne County,Pennsylvania,8.5,66.24982
2018,46029,Codington County,South Dakota,8.5,88.69652
2018,46065,Hughes County,South Dakota,8.5,69.22012
2018,47023,Chester County,Tennessee,8.5,28.682879999999997
2018,47153,Sequatchie County,Tennessee,8.5,19.76805
2018,48231,Hunt County,Texas,8.5,33.06381
2018,48259,Kendall County,Texas,8.5,76.2525
2018,48491,Williamson County,Texas,8.5,56.9713
2018,51113,Madison County,Virginia,8.5,37.5601
2018,51595,Emporia City,Virginia,8.5,95.11128
2018,51620,Franklin City,Virginia,8.5,76.599
2018,51830,Williamsburg City,Virginia,8.5,No Data
2018,53063,Spokane County,Washington,8.5,80.26882
2018,53067,Thurston County,Washington,8.5,74.8111
2018,54095,Tyler County,West Virginia,8.5,11.71921
2018,56001,Albany County,Wyoming,8.5,43.6457
2018,01027,Clay County,Alabama,8.6,15.253200000000001
2018,02240,Southeast Fairbanks Census Area,Alaska,8.6,57.49605
2018,05113,Polk County,Arkansas,8.6,45.66905
2018,05137,Stone County,Arkansas,8.6,23.67051
2018,08083,Montezuma County,Colorado,8.6,60.5877
2018,13015,Bartow County,Georgia,8.6,33.81281
2018,13017,Ben Hill County,Georgia,8.6,48.15216
2018,13141,Hancock County,Georgia,8.6,11.77302
2018,13289,Twiggs County,Georgia,8.6,No Data
2018,17201,Winnebago County,Illinois,8.6,84.96418
2018,18045,Fountain County,Indiana,8.6,30.282840000000004
2018,18077,Jefferson County,Indiana,8.6,59.171600000000005
2018,18099,Marshall County,Indiana,8.6,45.54524
2018,18113,Noble County,Indiana,8.6,25.087809999999998
2018,19019,Buchanan County,Iowa,8.6,37.58162
2018,19135,Monroe County,Iowa,8.6,38.61004
2018,19173,Taylor County,Iowa,8.6,32.82994
2018,19181,Warren County,Iowa,8.6,38.26653
2018,19195,Worth County,Iowa,8.6,13.588799999999999
2018,20073,Greenwood County,Kansas,8.6,51.124739999999996
2018,20141,Osborne County,Kansas,8.6,58.15644
2018,20159,Rice County,Kansas,8.6,32.04443
2018,21035,Calloway County,Kentucky,8.6,43.257
2018,21217,Taylor County,Kentucky,8.6,31.11993
2018,22035,East Carroll Parish,Louisiana,8.6,30.35362
2018,22085,Sabine Parish,Louisiana,8.6,8.4023
2018,22093,St. James Parish,Louisiana,8.6,43.42162
2018,23027,Waldo County,Maine,8.6,35.0675
2018,24021,Frederick County,Maryland,8.6,67.12903
2018,26101,Manistee County,Michigan,8.6,68.72019
2018,26105,Mason County,Michigan,8.6,54.862159999999996
2018,27029,Clearwater County,Minnesota,8.6,33.27049
2018,27155,Traverse County,Minnesota,8.6,31.075200000000002
2018,28053,Humphreys County,Mississippi,8.6,25.552570000000003
2018,29071,Franklin County,Missouri,8.6,47.861090000000004
2018,29189,St. Louis County,Missouri,8.6,87.9258
2018,29221,Washington County,Missouri,8.6,44.70818
2018,36075,Oswego County,New York,8.6,46.41328
2018,38059,Morton County,North Dakota,8.6,28.56871
2018,39031,Coshocton County,Ohio,8.6,32.92271
2018,39085,Lake County,Ohio,8.6,68.82462
2018,40069,Johnston County,Oklahoma,8.6,83.14855999999999
2018,40131,Rogers County,Oklahoma,8.6,46.15963
2018,42009,Bedford County,Pennsylvania,8.6,48.100049999999996
2018,42035,Clinton County,Pennsylvania,8.6,44.78752
2018,42037,Columbia County,Pennsylvania,8.6,47.80852
2018,42073,Lawrence County,Pennsylvania,8.6,58.76615
2018,42081,Lycoming County,Pennsylvania,8.6,51.232679999999995
2018,46085,Lyman County,South Dakota,8.6,No Data
2018,46111,Sanborn County,South Dakota,8.6,No Data
2018,47087,Jackson County,Tennessee,8.6,42.1443
2018,48009,Archer County,Texas,8.6,No Data
2018,48037,Bowie County,Texas,8.6,58.83549
2018,48077,Clay County,Texas,8.6,No Data
2018,48309,Mclennan County,Texas,8.6,55.442190000000004
2018,51007,Amelia County,Virginia,8.6,38.42016
2018,51165,Rockingham County,Virginia,8.6,19.43021
2018,51820,Waynesboro City,Virginia,8.6,118.72829000000002
2018,53023,Garfield County,Washington,8.6,87.33623999999999
2018,53025,Grant County,Washington,8.6,52.32599
2018,53061,Snohomish County,Washington,8.6,74.66344
2018,54105,Wirt County,West Virginia,8.6,17.52848
2018,55005,Barron County,Wisconsin,8.6,68.75139
2018,55009,Brown County,Wisconsin,8.6,83.14123000000001
2018,55053,Jackson County,Wisconsin,8.6,63.01503
2018,55101,Racine County,Wisconsin,8.6,76.09728
2018,05125,Saline County,Arkansas,8.7,29.03975
2018,08023,Costilla County,Colorado,8.7,No Data
2018,09003,Hartford County,Connecticut,8.7,107.62167999999998
2018,11001,District Of Columbia,District of Columbia,8.7,121.06911000000001
2018,12035,Flagler County,Florida,8.7,34.61347
2018,12117,Seminole County,Florida,8.7,62.21384
2018,13235,Pulaski County,Georgia,8.7,8.93575
2018,13257,Stephens County,Georgia,8.7,38.3039
2018,13269,Taylor County,Georgia,8.7,12.385430000000001
2018,16029,Caribou County,Idaho,8.7,70.19514
2018,16067,Minidoka County,Idaho,8.7,32.99397
2018,17197,Will County,Illinois,8.7,58.80423
2018,18047,Franklin County,Indiana,8.7,70.29567999999999
2018,18169,Wabash County,Indiana,8.7,42.22973
2018,19053,Decatur County,Iowa,8.7,90.10169
2018,19155,Pottawattamie County,Iowa,8.7,63.21789999999999
2018,20035,Cowley County,Kansas,8.7,49.093219999999995
2018,20127,Morris County,Kansas,8.7,17.98885
2018,21215,Spencer County,Kentucky,8.7,25.52974
2018,24029,Kent County,Maryland,8.7,52.10504
2018,26037,Clinton County,Michigan,8.7,27.585169999999998
2018,26053,Gogebic County,Michigan,8.7,50.57073
2018,26057,Gratiot County,Michigan,8.7,42.20142
2018,26081,Kent County,Michigan,8.7,74.69167
2018,26141,Presque Isle County,Michigan,8.7,23.68733
2018,27165,Watonwan County,Minnesota,8.7,64.86286
2018,28037,Franklin County,Mississippi,8.7,13.059949999999999
2018,28163,Yazoo County,Mississippi,8.7,25.94322
2018,29013,Bates County,Missouri,8.7,30.784390000000002
2018,29043,Christian County,Missouri,8.7,28.680159999999997
2018,30027,Fergus County,Montana,8.7,108.06916
2018,30093,Silver Bow County,Montana,8.7,96.64582
2018,30105,Valley County,Montana,8.7,27.177609999999998
2018,31059,Fillmore County,Nebraska,8.7,72.4769
2018,31139,Pierce County,Nebraska,8.7,41.75947
2018,31155,Saunders County,Nebraska,8.7,31.92411
2018,32001,Churchill County,Nevada,8.7,63.084019999999995
2018,36095,Schoharie County,New York,8.7,28.90916
2018,37071,Gaston County,North Carolina,8.7,54.729710000000004
2018,37139,Pasquotank County,North Carolina,8.7,44.58536
2018,37183,Wake County,North Carolina,8.7,71.89092
2018,39041,Delaware County,Ohio,8.7,59.938
2018,39045,Fairfield County,Ohio,8.7,46.96041
2018,39125,Paulding County,Ohio,8.7,21.45002
2018,40051,Grady County,Oklahoma,8.7,32.1969
2018,40093,Major County,Oklahoma,8.7,13.194349999999998
2018,41031,Jefferson County,Oregon,8.7,56.32442999999999
2018,41045,Malheur County,Oregon,8.7,77.46183
2018,46077,Kingsbury County,South Dakota,8.7,60.15641
2018,48073,Cherokee County,Texas,8.7,32.1513
2018,48257,Kaufman County,Texas,8.7,39.10669
2018,48331,Milam County,Texas,8.7,20.236359999999998
2018,49011,Davis County,Utah,8.7,67.92268
2018,51057,Essex County,Virginia,8.7,54.82957
2018,51093,Isle Of Wight County,Virginia,8.7,26.50762
2018,51097,King And Queen County,Virginia,8.7,No Data
2018,51183,Sussex County,Virginia,8.7,18.30664
2018,53013,Columbia County,Washington,8.7,74.11067
2018,55111,Sauk County,Wisconsin,8.7,68.27104
2018,01117,Shelby County,Alabama,8.8,51.93562
2018,02020,Anchorage Municipality,Alaska,8.8,128.87720000000002
2018,02130,Ketchikan Gateway Borough,Alaska,8.8,80.01746
2018,04011,Greenlee County,Arizona,8.8,21.410980000000002
2018,05011,Bradley County,Arkansas,8.8,37.597519999999996
2018,05041,Desha County,Arkansas,8.8,27.0027
2018,05047,Franklin County,Arkansas,8.8,16.76259
2018,06067,Sacramento County,California,8.8,80.17209
2018,09009,New Haven County,Connecticut,8.8,78.52592
2018,12037,Franklin County,Florida,8.8,24.58815
2018,13013,Barrow County,Georgia,8.8,17.52582
2018,13079,Crawford County,Georgia,8.8,No Data
2018,13103,Effingham County,Georgia,8.8,13.68509
2018,13105,Elbert County,Georgia,8.8,25.85984
2018,13173,Lanier County,Georgia,8.8,9.31359
2018,13181,Lincoln County,Georgia,8.8,12.451749999999999
2018,13189,Mcduffie County,Georgia,8.8,47.254509999999996
2018,13303,Washington County,Georgia,8.8,24.813899999999997
2018,16045,Gem County,Idaho,8.8,42.77389
2018,16069,Nez Perce County,Idaho,8.8,78.51797
2018,17195,Whiteside County,Illinois,8.8,45.740629999999996
2018,18011,Boone County,Indiana,8.8,51.91284
2018,18165,Vermillion County,Indiana,8.8,39.1415
2018,19007,Appanoose County,Iowa,8.8,32.18021
2018,19095,Iowa County,Iowa,8.8,37.17933
2018,20087,Jefferson County,Kansas,8.8,21.01723
2018,20169,Saline County,Kansas,8.8,79.7389
2018,21031,Butler County,Kentucky,8.8,7.872159999999999
2018,21155,Marion County,Kentucky,8.8,31.06555
2018,21175,Morgan County,Kentucky,8.8,30.436770000000003
2018,21197,Powell County,Kentucky,8.8,32.738580000000006
2018,22013,Bienville Parish,Louisiana,8.8,23.10714
2018,22107,Tensas Parish,Louisiana,8.8,71.80469000000001
2018,26033,Chippewa County,Michigan,8.8,62.2328
2018,26035,Clare County,Michigan,8.8,25.99851
2018,27007,Beltrami County,Minnesota,8.8,73.77429
2018,27167,Wilkin County,Minnesota,8.8,32.46226
2018,28145,Union County,Mississippi,8.8,45.03568
2018,29183,St. Charles County,Missouri,8.8,61.05307
2018,29219,Warren County,Missouri,8.8,24.5942
2018,30051,Liberty County,Montana,8.8,84.42381
2018,31019,Buffalo County,Nebraska,8.8,81.81347
2018,34017,Hudson County,New Jersey,8.8,66.10428
2018,34031,Passaic County,New Jersey,8.8,72.74442
2018,35053,Socorro County,New Mexico,8.8,54.410250000000005
2018,36007,Broome County,New York,8.8,70.74227
2018,36039,Greene County,New York,8.8,38.15419
2018,36083,Rensselaer County,New York,8.8,44.27353
2018,37001,Alamance County,North Carolina,8.8,52.5253
2018,37035,Catawba County,North Carolina,8.8,59.26129
2018,37095,Hyde County,North Carolina,8.8,No Data
2018,37141,Pender County,North Carolina,8.8,34.01834
2018,37149,Polk County,North Carolina,8.8,33.285779999999995
2018,38081,Sargent County,North Dakota,8.8,No Data
2018,40035,Craig County,Oklahoma,8.8,56.36184
2018,40081,Lincoln County,Oklahoma,8.8,25.68127
2018,40083,Logan County,Oklahoma,8.8,12.30088
2018,41033,Josephine County,Oregon,8.8,81.76893
2018,42015,Bradford County,Pennsylvania,8.8,56.45871
2018,42071,Lancaster County,Pennsylvania,8.8,57.67203
2018,44003,Kent County,Rhode Island,8.8,77.74255000000001
2018,46109,Roberts County,South Dakota,8.8,116.15526
2018,47139,Polk County,Tennessee,8.8,35.64004
2018,47185,White County,Tennessee,8.8,36.09196
2018,48187,Guadalupe County,Texas,8.8,37.512899999999995
2018,49057,Weber County,Utah,8.8,79.95188
2018,51033,Caroline County,Virginia,8.8,19.44264
2018,51103,Lancaster County,Virginia,8.8,9.41797
2018,51109,Louisa County,Virginia,8.8,20.97975
2018,51147,Prince Edward County,Virginia,8.8,39.12023
2018,51153,Prince William County,Virginia,8.8,57.82985000000001
2018,51187,Warren County,Virginia,8.8,29.64793
2018,54085,Ritchie County,West Virginia,8.8,10.52742
2018,05105,Perry County,Arkansas,8.9,No Data
2018,06007,Butte County,California,8.9,76.61791
2018,12095,Orange County,Florida,8.9,51.12517999999999
2018,13057,Cherokee County,Georgia,8.9,48.62896
2018,13061,Clay County,Georgia,8.9,No Data
2018,13099,Early County,Georgia,8.9,39.85255
2018,13183,Long County,Georgia,8.9,No Data
2018,13195,Madison County,Georgia,8.9,3.2833200000000002
2018,13199,Meriwether County,Georgia,8.9,23.625020000000003
2018,13207,Monroe County,Georgia,8.9,17.8304
2018,13225,Peach County,Georgia,8.9,57.24508
2018,13301,Warren County,Georgia,8.9,19.113149999999997
2018,15001,Hawaii County,Hawaii,8.9,63.440540000000006
2018,17001,Adams County,Illinois,8.9,83.3552
2018,17119,Madison County,Illinois,8.9,90.62006
2018,17143,Peoria County,Illinois,8.9,90.06372
2018,18031,Decatur County,Indiana,8.9,33.85495
2018,18061,Harrison County,Indiana,8.9,39.32943
2018,18081,Johnson County,Indiana,8.9,65.99960999999999
2018,19045,Clinton County,Iowa,8.9,62.510780000000004
2018,19147,Palo Alto County,Iowa,8.9,22.61164
2018,20047,Edwards County,Kansas,8.9,36.36364
2018,20137,Norton County,Kansas,8.9,56.306309999999996
2018,20149,Pottawatomie County,Kansas,8.9,24.269879999999997
2018,21085,Grayson County,Kentucky,8.9,33.987919999999995
2018,21137,Lincoln County,Kentucky,8.9,8.174610000000001
2018,21203,Rockcastle County,Kentucky,8.9,11.940299999999999
2018,22067,Morehouse Parish,Louisiana,8.9,37.14864
2018,27087,Mahnomen County,Minnesota,8.9,No Data
2018,27115,Pine County,Minnesota,8.9,37.46722
2018,27143,Sibley County,Minnesota,8.9,40.774719999999995
2018,28131,Stone County,Mississippi,8.9,16.33987
2018,29087,Holt County,Missouri,8.9,23.62949
2018,29097,Jasper County,Missouri,8.9,63.29738
2018,31185,York County,Nebraska,8.9,81.41514
2018,37013,Beaufort County,North Carolina,8.9,38.23848
2018,37151,Randolph County,North Carolina,8.9,35.97197
2018,37193,Wilkes County,North Carolina,8.9,36.74147
2018,38025,Dunn County,North Dakota,8.9,No Data
2018,39157,Tuscarawas County,Ohio,8.9,42.494769999999995
2018,40111,Okmulgee County,Oklahoma,8.9,49.69399000000001
2018,41019,Douglas County,Oregon,8.9,78.12219
2018,42055,Franklin County,Pennsylvania,8.9,46.90401
2018,47017,Carroll County,Tennessee,8.9,28.798730000000003
2018,47035,Cumberland County,Tennessee,8.9,30.84265
2018,47039,Decatur County,Tennessee,8.9,51.71968
2018,47041,Dekalb County,Tennessee,8.9,19.19662
2018,47079,Henry County,Tennessee,8.9,53.03219
2018,47181,Wayne County,Tennessee,8.9,6.0518
2018,48291,Liberty County,Texas,8.9,27.308379999999996
2018,51035,Carroll County,Virginia,8.9,26.60105
2018,53011,Clark County,Washington,8.9,71.24672
2018,53039,Klickitat County,Washington,8.9,26.43521
2018,53045,Mason County,Washington,8.9,33.71248
2018,54075,Pocahontas County,West Virginia,8.9,36.63004
2018,54101,Webster County,West Virginia,8.9,49.64011
2018,02282,Yakutat City and Borough,Alaska,9,No Data
2018,04007,Gila County,Arizona,9,55.24557
2018,05053,Grant County,Arkansas,9,37.94244
2018,05065,Izard County,Arkansas,9,22.03776
2018,05087,Madison County,Arkansas,9,36.049029999999995
2018,12099,Palm Beach County,Florida,9,75.21889
2018,13001,Appling County,Georgia,9,10.91405
2018,13129,Gordon County,Georgia,9,20.41511
2018,13205,Mitchell County,Georgia,9,13.887599999999999
2018,13231,Pike County,Georgia,9,15.68956
2018,17031,Cook County,Illinois,9,95.60941
2018,18103,Miami County,Indiana,9,25.47554
2018,18137,Ripley County,Indiana,9,10.54556
2018,19065,Fayette County,Iowa,9,51.92647
2018,19127,Marshall County,Iowa,9,65.83112
2018,20015,Butler County,Kansas,9,26.86888
2018,21045,Casey County,Kentucky,9,12.448649999999999
2018,21053,Clinton County,Kentucky,9,19.78239
2018,21129,Lee County,Kentucky,9,13.75894
2018,21169,Metcalfe County,Kentucky,9,19.88467
2018,21221,Trigg County,Kentucky,9,13.53546
2018,22041,Franklin Parish,Louisiana,9,20.28089
2018,22053,Jefferson Davis Parish,Louisiana,9,22.43015
2018,22059,Lasalle Parish,Louisiana,9,19.97204
2018,27061,Itasca County,Minnesota,9,77.31730999999999
2018,27065,Kanabec County,Minnesota,9,54.824560000000005
2018,27069,Kittson County,Minnesota,9,47.46084
2018,28069,Kemper County,Mississippi,9,21.0062
2018,29041,Chariton County,Missouri,9,13.586960000000001
2018,29047,Clay County,Missouri,9,63.52012
2018,29101,Johnson County,Missouri,9,40.57618
2018,29123,Madison County,Missouri,9,24.766779999999997
2018,29127,Marion County,Missouri,9,80.92038000000001
2018,29165,Platte County,Missouri,9,57.259789999999995
2018,29195,Saline County,Missouri,9,34.998689999999996
2018,30041,Hill County,Montana,9,85.58503
2018,31067,Gage County,Nebraska,9,65.32593
2018,31081,Hamilton County,Nebraska,9,64.95615
2018,31127,Nemaha County,Nebraska,9,42.589439999999996
2018,31161,Sheridan County,Nebraska,9,58.25243
2018,36011,Cayuga County,New York,9,46.035070000000005
2018,37197,Yadkin County,North Carolina,9,21.26246
2018,39019,Carroll County,Ohio,9,33.46098
2018,39039,Defiance County,Ohio,9,44.99974
2018,39063,Hancock County,Ohio,9,49.06706
2018,39083,Knox County,Ohio,9,41.65131
2018,39165,Warren County,Ohio,9,41.52476
2018,40011,Blaine County,Oklahoma,9,52.926860000000005
2018,40073,Kingfisher County,Oklahoma,9,75.92054
2018,42047,Elk County,Pennsylvania,9,27.020640000000004
2018,42051,Fayette County,Pennsylvania,9,63.21902
2018,45017,Calhoun County,South Carolina,9,34.354820000000004
2018,47001,Anderson County,Tennessee,9,74.78274
2018,47007,Bledsoe County,Tennessee,9,13.138010000000001
2018,51027,Buchanan County,Virginia,9,19.40523
2018,51073,Gloucester County,Virginia,9,37.3742
2018,51191,Washington County,Virginia,9,61.45824
2018,51197,Wythe County,Virginia,9,38.43466
2018,53003,Asotin County,Washington,9,61.34969
2018,53071,Walla Walla County,Washington,9,75.05058
2018,54037,Jefferson County,West Virginia,9,33.05153
2018,01079,Lawrence County,Alabama,9.1,9.13047
2018,02060,Bristol Bay Borough,Alaska,9.1,126.90355
2018,05005,Baxter County,Arkansas,9.1,52.080870000000004
2018,05007,Benton County,Arkansas,9.1,42.247569999999996
2018,05141,Van Buren County,Arkansas,9.1,54.410250000000005
2018,06037,Los Angeles County,California,9.1,91.11896
2018,08101,Pueblo County,Colorado,9.1,68.89526000000001
2018,12101,Pasco County,Florida,9.1,34.18582
2018,13019,Berrien County,Georgia,9.1,10.30503
2018,16035,Clearwater County,Idaho,9.1,45.218180000000004
2018,17093,Kendall County,Illinois,9.1,39.03918
2018,18107,Montgomery County,Indiana,9.1,57.34393
2018,18125,Pike County,Indiana,9.1,8.07885
2018,18135,Randolph County,Indiana,9.1,28.93638
2018,18183,Whitley County,Indiana,9.1,43.63256
2018,19011,Benton County,Iowa,9.1,23.60903
2018,19069,Franklin County,Iowa,9.1,40.11634
2018,19119,Lyon County,Iowa,9.1,42.53147
2018,19163,Scott County,Iowa,9.1,79.092
2018,20097,Kiowa County,Kansas,9.1,No Data
2018,20107,Linn County,Kansas,9.1,41.4336
2018,21051,Clay County,Kentucky,9.1,15.28195
2018,21121,Knox County,Kentucky,9.1,29.011670000000002
2018,22037,East Feliciana Parish,Louisiana,9.1,47.66444
2018,22089,St. Charles Parish,Louisiana,9.1,43.40687
2018,23025,Somerset County,Maine,9.1,21.7241
2018,24003,Anne Arundel County,Maryland,9.1,68.2937
2018,26031,Cheboygan County,Michigan,9.1,43.366839999999996
2018,27081,Lincoln County,Minnesota,9.1,53.879310000000004
2018,27089,Marshall County,Minnesota,9.1,21.45693
2018,28143,Tunica County,Mississippi,9.1,No Data
2018,28157,Wilkinson County,Mississippi,9.1,23.94923
2018,29005,Atchison County,Missouri,9.1,39.24647
2018,29117,Livingston County,Missouri,9.1,62.44363
2018,29213,Taney County,Missouri,9.1,35.64808
2018,31131,Otoe County,Nebraska,9.1,56.37332000000001
2018,32510,Carson City,Nevada,9.1,99.93932
2018,35035,Otero County,New Mexico,9.1,55.90949
2018,37077,Granville County,North Carolina,9.1,31.41223
2018,37147,Pitt County,North Carolina,9.1,93.48145
2018,38071,Ramsey County,North Dakota,9.1,96.5929
2018,38077,Richland County,North Dakota,9.1,68.08616
2018,38101,Ward County,North Dakota,9.1,77.41069
2018,39037,Darke County,Ohio,9.1,41.01162
2018,39161,Van Wert County,Ohio,9.1,39.06389
2018,42039,Crawford County,Pennsylvania,9.1,47.79144
2018,42061,Huntingdon County,Pennsylvania,9.1,31.39717
2018,42087,Mifflin County,Pennsylvania,9.1,39.07607
2018,42089,Monroe County,Pennsylvania,9.1,37.612989999999996
2018,42097,Northumberland County,Pennsylvania,9.1,39.88566
2018,47147,Robertson County,Tennessee,9.1,33.2065
2018,48423,Smith County,Texas,9.1,63.18754
