Primary Care Physicians per 100000 Population-Density; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Primary Care Physicians per 100000 Population
2018,54027,Hampshire County,West Virginia,8.3,25.88997
2018,55115,Shawano County,Wisconsin,8.3,56.236090000000004
2018,56013,Fremont County,Wyoming,8.3,86.59993
2018,01003,Baldwin County,Alabama,8.4,68.98590999999999
2018,02275,Wrangell City and Borough,Alaska,8.4,119.90408000000001
2018,05023,Cleburne County,Arkansas,8.4,60.195029999999996
2018,13037,Calhoun County,Georgia,8.4,16.1577
2018,13067,Cobb County,Georgia,8.4,76.43319
2018,13121,Fulton County,Georgia,8.4,111.28478
2018,13163,Jefferson County,Georgia,8.4,32.54785
2018,13259,Stewart County,Georgia,8.4,No Data
2018,13265,Taliaferro County,Georgia,8.4,No Data
2018,15005,Kalawao County,Hawaii,8.4,No Data
2018,16065,Madison County,Idaho,8.4,67.65729999999999
2018,17019,Champaign County,Illinois,8.4,100.14831000000001
2018,17055,Franklin County,Illinois,8.4,36.39294
2018,17095,Knox County,Illinois,8.4,50.302820000000004
2018,18171,Warren County,Indiana,8.4,No Data
2018,19029,Cass County,Iowa,8.4,62.324709999999996
2018,19073,Greene County,Iowa,8.4,56.25563
2018,19133,Monona County,Iowa,8.4,92.86129
2018,19153,Polk County,Iowa,8.4,97.51898
2018,20059,Franklin County,Kansas,8.4,43.06295
2018,20095,Kingman County,Kansas,8.4,27.96421
2018,20113,Mcpherson County,Kansas,8.4,70.07217
2018,20145,Pawnee County,Kansas,8.4,109.13626000000001
2018,20181,Sherman County,Kansas,8.4,16.900460000000002
2018,21065,Estill County,Kentucky,8.4,21.26755
2018,21091,Hancock County,Kentucky,8.4,No Data
2018,21189,Owsley County,Kentucky,8.4,No Data
2018,22021,Caldwell Parish,Louisiana,8.4,30.24803
2018,23011,Kennebec County,Maine,8.4,120.19426999999999
2018,23017,Oxford County,Maine,8.4,65.54549
2018,23029,Washington County,Maine,8.4,47.80267
2018,26015,Barry County,Michigan,8.4,34.1186
2018,26017,Bay County,Michigan,8.4,38.7875
2018,26045,Eaton County,Michigan,8.4,37.182140000000004
2018,26063,Huron County,Michigan,8.4,54.87234
2018,26065,Ingham County,Michigan,8.4,104.99101
2018,26079,Kalkaska County,Michigan,8.4,27.71926
2018,26123,Newaygo County,Michigan,8.4,40.83299
2018,26157,Tuscola County,Michigan,8.4,32.539
2018,27009,Benton County,Minnesota,8.4,29.34775
2018,27079,Le Sueur County,Minnesota,8.4,13.84706
2018,27125,Red Lake County,Minnesota,8.4,No Data
2018,28125,Sharkey County,Mississippi,8.4,23.142789999999998
2018,28155,Webster County,Mississippi,8.4,30.962950000000003
2018,29029,Camden County,Missouri,8.4,71.2666
2018,29187,St. Francois County,Missouri,8.4,66.94933999999999
2018,29215,Texas County,Missouri,8.4,43.3105
2018,29229,Wright County,Missouri,8.4,16.4033
2018,30047,Lake County,Montana,8.4,82.08023999999999
2018,31093,Howard County,Nebraska,8.4,62.06362
2018,31115,Loup County,Nebraska,8.4,No Data
2018,31141,Platte County,Nebraska,8.4,77.68151
2018,34029,Ocean County,New Jersey,8.4,41.83232
2018,36053,Madison County,New York,8.4,67.66186
2018,37099,Jackson County,North Carolina,8.4,84.20957
2018,37105,Lee County,North Carolina,8.4,58.27223
2018,38029,Emmons County,North Dakota,8.4,61.70935000000001
2018,39011,Auglaize County,Ohio,8.4,37.23497
2018,39133,Portage County,Ohio,8.4,36.9308
2018,40107,Okfuskee County,Oklahoma,8.4,No Data
2018,41067,Washington County,Oregon,8.4,90.26051000000001
2018,42059,Greene County,Pennsylvania,8.4,41.39872
2018,42063,Indiana County,Pennsylvania,8.4,51.14603
2018,42131,Wyoming County,Pennsylvania,8.4,52.2505
2018,46095,Mellette County,South Dakota,8.4,No Data
2018,46129,Walworth County,South Dakota,8.4,110.39558000000001
2018,47141,Putnam County,Tennessee,8.4,66.04773
2018,47145,Roane County,Tennessee,8.4,35.59252
2018,48241,Jasper County,Texas,8.4,33.77523
2018,48427,Starr County,Texas,8.4,21.66076
2018,50003,Bennington County,Vermont,8.4,101.49422000000001
2018,51037,Charlotte County,Virginia,8.4,50.50505
2018,51520,Bristol City,Virginia,8.4,59.658750000000005
2018,51775,Salem City,Virginia,8.4,106.71515000000001
2018,53047,Okanogan County,Washington,8.4,75.75219999999999
2018,53059,Skamania County,Washington,8.4,No Data
2018,54013,Calhoun County,West Virginia,8.4,42.20003
2018,54021,Gilmer County,West Virginia,8.4,38.34846
2018,54069,Ohio County,West Virginia,8.4,166.6224
2018,55029,Door County,Wisconsin,8.4,75.89996
2018,55049,Iowa County,Wisconsin,8.4,54.90329
2018,55095,Polk County,Wisconsin,8.4,75.37172
2018,56025,Natrona County,Wyoming,8.4,78.89003000000001
2018,56041,Uinta County,Wyoming,8.4,44.49718
2018,02164,Lake and Peninsula Borough,Alaska,8.5,No Data
2018,05025,Cleveland County,Arkansas,8.5,No Data
2018,05081,Little River County,Arkansas,8.5,16.31454
2018,05147,Woodruff County,Arkansas,8.5,31.645570000000003
2018,08089,Otero County,Colorado,8.5,60.181639999999994
2018,12011,Broward County,Florida,8.5,73.94594
2018,12129,Wakulla County,Florida,8.5,32.60322
2018,13055,Chattooga County,Georgia,8.5,8.06809
2018,13155,Irwin County,Georgia,8.5,31.860660000000003
2018,13157,Jackson County,Georgia,8.5,60.292970000000004
2018,13167,Johnson County,Georgia,8.5,51.851079999999996
2018,13237,Putnam County,Georgia,8.5,40.689
2018,13321,Worth County,Georgia,8.5,29.63402
2018,16003,Adams County,Idaho,8.5,23.28831
2018,16015,Boise County,Idaho,8.5,12.769760000000002
2018,18009,Blackford County,Indiana,8.5,68.03878
2018,18065,Henry County,Indiana,8.5,43.77554
2018,19001,Adair County,Iowa,8.5,41.94631
2018,19023,Butler County,Iowa,8.5,13.85137
2018,19169,Story County,Iowa,8.5,65.89989
2018,19193,Woodbury County,Iowa,8.5,64.98104000000001
2018,20203,Wichita County,Kansas,8.5,94.38414
2018,21007,Ballard County,Kentucky,8.5,No Data
2018,21099,Hart County,Kentucky,8.5,31.52088
2018,21105,Hickman County,Kentucky,8.5,22.83105
2018,22003,Allen Parish,Louisiana,8.5,11.7064
2018,22025,Catahoula Parish,Louisiana,8.5,10.53297
2018,22123,West Carroll Parish,Louisiana,8.5,36.93444
2018,26073,Isabella County,Michigan,8.5,44.36684
2018,26115,Monroe County,Michigan,8.5,33.22259
2018,27013,Blue Earth County,Minnesota,8.5,94.60039
2018,27015,Brown County,Minnesota,8.5,99.96801
2018,27017,Carlton County,Minnesota,8.5,75.26972
2018,27135,Roseau County,Minnesota,8.5,65.94131
2018,29115,Linn County,Missouri,8.5,33.55705
2018,30013,Cascade County,Montana,8.5,82.34398
2018,30089,Sanders County,Montana,8.5,74.30034
2018,31023,Butler County,Nebraska,8.5,99.80040000000001
2018,31025,Cass County,Nebraska,8.5,30.47851
2018,31153,Sarpy County,Nebraska,8.5,55.02254
2018,32019,Lyon County,Nevada,8.5,19.12711
2018,33011,Hillsborough County,New Hampshire,8.5,85.36658
2018,34009,Cape May County,New Jersey,8.5,58.67077999999999
2018,36041,Hamilton County,New York,8.5,22.644930000000002
2018,36071,Orange County,New York,8.5,69.10168
2018,38001,Adams County,North Dakota,8.5,406.13717999999994
2018,38103,Wells County,North Dakota,8.5,104.32968000000001
2018,39021,Champaign County,Ohio,8.5,20.57349
2018,39121,Noble County,Ohio,8.5,13.86578
2018,40043,Dewey County,Oklahoma,8.5,40.89143
2018,40067,Jefferson County,Oklahoma,8.5,33.32223
2018,40135,Sequoyah County,Oklahoma,8.5,28.86767
2018,40149,Washita County,Oklahoma,8.5,18.32173
2018,41043,Linn County,Oregon,8.5,60.11607
2018,42057,Fulton County,Pennsylvania,8.5,20.64694
2018,42079,Luzerne County,Pennsylvania,8.5,78.13066
2018,46029,Codington County,South Dakota,8.5,96.39759000000001
2018,46065,Hughes County,South Dakota,8.5,74.17551
2018,47023,Chester County,Tennessee,8.5,23.1254
2018,47153,Sequatchie County,Tennessee,8.5,33.27566
2018,48231,Hunt County,Texas,8.5,30.42782
2018,48259,Kendall County,Texas,8.5,86.44135999999999
2018,48491,Williamson County,Texas,8.5,68.74935
2018,51113,Madison County,Virginia,8.5,22.62273
2018,51595,Emporia City,Virginia,8.5,No Data
2018,51620,Franklin City,Virginia,8.5,112.96597999999999
2018,51830,Williamsburg City,Virginia,8.5,13.37435
2018,53063,Spokane County,Washington,8.5,89.13577
2018,53067,Thurston County,Washington,8.5,96.02941
2018,54095,Tyler County,West Virginia,8.5,34.920269999999995
2018,56001,Albany County,Wyoming,8.5,74.58848
2018,01027,Clay County,Alabama,8.6,37.77862
2018,02240,Southeast Fairbanks Census Area,Alaska,8.6,72.53735999999999
2018,05113,Polk County,Arkansas,8.6,80.14426
2018,05137,Stone County,Arkansas,8.6,47.976969999999994
2018,08083,Montezuma County,Colorado,8.6,103.12035
2018,13015,Bartow County,Georgia,8.6,39.91164
2018,13017,Ben Hill County,Georgia,8.6,53.89222
2018,13141,Hancock County,Georgia,8.6,11.82452
2018,13289,Twiggs County,Georgia,8.6,12.315270000000002
2018,17201,Winnebago County,Illinois,8.6,75.02512999999999
2018,18045,Fountain County,Indiana,8.6,18.35311
2018,18077,Jefferson County,Indiana,8.6,58.80896
2018,18099,Marshall County,Indiana,8.6,49.72113
2018,18113,Noble County,Indiana,8.6,27.22855
2018,19019,Buchanan County,Iowa,8.6,47.2255
2018,19135,Monroe County,Iowa,8.6,51.90087
2018,19173,Taylor County,Iowa,8.6,32.6744
2018,19181,Warren County,Iowa,8.6,58.29091
2018,19195,Worth County,Iowa,8.6,27.0966
2018,20073,Greenwood County,Kansas,8.6,50.15045
2018,20141,Osborne County,Kansas,8.6,58.46244
2018,20159,Rice County,Kansas,8.6,52.42739
2018,21035,Calloway County,Kentucky,8.6,43.58863
2018,21217,Taylor County,Kentucky,8.6,73.732
2018,22035,East Carroll Parish,Louisiana,8.6,43.7254
2018,22085,Sabine Parish,Louisiana,8.6,12.56071
2018,22093,St. James Parish,Louisiana,8.6,23.70118
2018,23027,Waldo County,Maine,8.6,73.02027
2018,24021,Frederick County,Maryland,8.6,63.572300000000006
2018,26101,Manistee County,Michigan,8.6,48.86391
2018,26105,Mason County,Michigan,8.6,75.48724
2018,27029,Clearwater County,Minnesota,8.6,34.021319999999996
2018,27155,Traverse County,Minnesota,8.6,No Data
2018,28053,Humphreys County,Mississippi,8.6,37.20238
2018,29071,Franklin County,Missouri,8.6,64.44353000000001
2018,29189,St. Louis County,Missouri,8.6,125.52743
2018,29221,Washington County,Missouri,8.6,28.3057
2018,36075,Oswego County,New York,8.6,41.836
2018,38059,Morton County,North Dakota,8.6,44.637159999999994
2018,39031,Coshocton County,Ohio,8.6,32.78689
2018,39085,Lake County,Ohio,8.6,44.319120000000005
2018,40069,Johnston County,Oklahoma,8.6,27.063599999999997
2018,40131,Rogers County,Oklahoma,8.6,38.93618
2018,42009,Bedford County,Pennsylvania,8.6,25.05847
2018,42035,Clinton County,Pennsylvania,8.6,38.827909999999996
2018,42037,Columbia County,Pennsylvania,8.6,50.79736
2018,42073,Lawrence County,Pennsylvania,8.6,38.59107
2018,42081,Lycoming County,Pennsylvania,8.6,75.02273
2018,46085,Lyman County,South Dakota,8.6,26.44803
2018,46111,Sanborn County,South Dakota,8.6,No Data
2018,47087,Jackson County,Tennessee,8.6,16.96929
2018,48009,Archer County,Texas,8.6,No Data
2018,48037,Bowie County,Texas,8.6,71.85372
2018,48077,Clay County,Texas,8.6,38.200739999999996
2018,48309,Mclennan County,Texas,8.6,76.37663
2018,51007,Amelia County,Virginia,8.6,7.6074600000000006
2018,51165,Rockingham County,Virginia,8.6,30.507149999999996
2018,51820,Waynesboro City,Virginia,8.6,97.21607999999999
2018,53023,Garfield County,Washington,8.6,89.88764
2018,53025,Grant County,Washington,8.6,41.95103
2018,53061,Snohomish County,Washington,8.6,51.69794
2018,54105,Wirt County,West Virginia,8.6,17.17918
2018,55005,Barron County,Wisconsin,8.6,110.51189000000001
2018,55009,Brown County,Wisconsin,8.6,71.44423
2018,55053,Jackson County,Wisconsin,8.6,87.19663
2018,55101,Racine County,Wisconsin,8.6,45.33623
2018,05125,Saline County,Arkansas,8.7,47.3713
2018,08023,Costilla County,Colorado,8.7,No Data
2018,09003,Hartford County,Connecticut,8.7,96.21854
2018,11001,District Of Columbia,District of Columbia,8.7,123.69836999999998
2018,12035,Flagler County,Florida,8.7,51.26824
2018,12117,Seminole County,Florida,8.7,77.99485
2018,13235,Pulaski County,Georgia,8.7,62.85355
2018,13257,Stephens County,Georgia,8.7,65.57377
2018,13269,Taylor County,Georgia,8.7,No Data
2018,16029,Caribou County,Idaho,8.7,55.90496
2018,16067,Minidoka County,Idaho,8.7,23.76539
2018,17197,Will County,Illinois,8.7,54.144600000000004
2018,18047,Franklin County,Indiana,8.7,70.30495
2018,18169,Wabash County,Indiana,8.7,38.714670000000005
2018,19053,Decatur County,Iowa,8.7,25.41296
2018,19155,Pottawattamie County,Iowa,8.7,48.28015
2018,20035,Cowley County,Kansas,8.7,45.83477
2018,20127,Morris County,Kansas,8.7,53.38078
2018,21215,Spencer County,Kentucky,8.7,41.34153
2018,24029,Kent County,Maryland,8.7,72.0832
2018,26037,Clinton County,Michigan,8.7,30.152649999999998
2018,26053,Gogebic County,Michigan,8.7,78.71199
2018,26057,Gratiot County,Michigan,8.7,51.583110000000005
2018,26081,Kent County,Michigan,8.7,92.70040999999999
2018,26141,Presque Isle County,Michigan,8.7,7.94155
2018,27165,Watonwan County,Minnesota,8.7,45.884190000000004
2018,28037,Franklin County,Mississippi,8.7,25.93025
2018,28163,Yazoo County,Mississippi,8.7,16.84069
2018,29013,Bates County,Missouri,8.7,24.73411
2018,29043,Christian County,Missouri,8.7,46.27801
2018,30027,Fergus County,Montana,8.7,81.44796
2018,30093,Silver Bow County,Montana,8.7,65.87427000000001
2018,30105,Valley County,Montana,8.7,81.12493
2018,31059,Fillmore County,Nebraska,8.7,54.92493999999999
2018,31139,Pierce County,Nebraska,8.7,55.95971
2018,31155,Saunders County,Nebraska,8.7,46.3435
2018,32001,Churchill County,Nevada,8.7,44.16075
2018,36095,Schoharie County,New York,8.7,29.033189999999998
2018,37071,Gaston County,North Carolina,8.7,57.453599999999994
2018,37139,Pasquotank County,North Carolina,8.7,62.776219999999995
2018,37183,Wake County,North Carolina,8.7,87.24897
2018,39041,Delaware County,Ohio,8.7,145.33147
2018,39045,Fairfield County,Ohio,8.7,57.11602
2018,39125,Paulding County,Ohio,8.7,21.42245
2018,40051,Grady County,Oklahoma,8.7,25.07433
2018,40093,Major County,Oklahoma,8.7,52.431509999999996
2018,41031,Jefferson County,Oregon,8.7,60.83218000000001
2018,41045,Malheur County,Oregon,8.7,22.89752
2018,46077,Kingsbury County,South Dakota,8.7,40.49403
2018,48073,Cherokee County,Texas,8.7,41.78855
2018,48257,Kaufman County,Texas,8.7,25.70619
2018,48331,Milam County,Texas,8.7,8.057039999999999
2018,49011,Davis County,Utah,8.7,48.947759999999995
2018,51057,Essex County,Virginia,8.7,18.25984
2018,51093,Isle Of Wight County,Virginia,8.7,37.7267
2018,51097,King And Queen County,Virginia,8.7,28.46975
2018,51183,Sussex County,Virginia,8.7,26.884130000000003
2018,53013,Columbia County,Washington,8.7,75.28231000000001
2018,55111,Sauk County,Wisconsin,8.7,99.31411
2018,01117,Shelby County,Alabama,8.8,83.60052
2018,02020,Anchorage Municipality,Alaska,8.8,117.70833
2018,02130,Ketchikan Gateway Borough,Alaska,8.8,115.09962999999999
2018,04011,Greenlee County,Arizona,8.8,52.64266
2018,05011,Bradley County,Arkansas,8.8,55.746539999999996
2018,05041,Desha County,Arkansas,8.8,52.81225
2018,05047,Franklin County,Arkansas,8.8,28.224670000000003
2018,06067,Sacramento County,California,8.8,89.62294
2018,09009,New Haven County,Connecticut,8.8,88.68017
2018,12037,Franklin County,Florida,8.8,24.742269999999998
2018,13013,Barrow County,Georgia,8.8,24.02691
2018,13079,Crawford County,Georgia,8.8,8.061919999999999
2018,13103,Effingham County,Georgia,8.8,21.77429
2018,13105,Elbert County,Georgia,8.8,46.88965
2018,13173,Lanier County,Georgia,8.8,No Data
2018,13181,Lincoln County,Georgia,8.8,25.24934
2018,13189,Mcduffie County,Georgia,8.8,51.614110000000004
2018,13303,Washington County,Georgia,8.8,53.99038
2018,16045,Gem County,Idaho,8.8,60.733219999999996
2018,16069,Nez Perce County,Idaho,8.8,71.76796999999999
2018,17195,Whiteside County,Illinois,8.8,56.184870000000004
2018,18011,Boone County,Indiana,8.8,215.20275
2018,18165,Vermillion County,Indiana,8.8,38.714670000000005
2018,19007,Appanoose County,Iowa,8.8,80.47642
2018,19095,Iowa County,Iowa,8.8,74.14731
2018,20087,Jefferson County,Kansas,8.8,57.76401
2018,20169,Saline County,Kansas,8.8,95.8985
2018,21031,Butler County,Kentucky,8.8,7.76458
2018,21155,Marion County,Kentucky,8.8,46.69745
2018,21175,Morgan County,Kentucky,8.8,22.54114
2018,21197,Powell County,Kentucky,8.8,8.09127
2018,22013,Bienville Parish,Louisiana,8.8,15.1046
2018,22107,Tensas Parish,Louisiana,8.8,No Data
2018,26033,Chippewa County,Michigan,8.8,64.25874999999999
2018,26035,Clare County,Michigan,8.8,29.079159999999998
2018,27007,Beltrami County,Minnesota,8.8,99.60158999999999
2018,27167,Wilkin County,Minnesota,8.8,16.11084
2018,28145,Union County,Mississippi,8.8,52.056219999999996
2018,29183,St. Charles County,Missouri,8.8,45.5199
2018,29219,Warren County,Missouri,8.8,16.83077
2018,30051,Liberty County,Montana,8.8,42.789899999999996
2018,31019,Buffalo County,Nebraska,8.8,84.57681000000001
2018,34017,Hudson County,New Jersey,8.8,54.28389
2018,34031,Passaic County,New Jersey,8.8,57.98823
2018,35053,Socorro County,New Mexico,8.8,48.08559
2018,36007,Broome County,New York,8.8,85.56969
2018,36039,Greene County,New York,8.8,36.02611
2018,36083,Rensselaer County,New York,8.8,49.145
2018,37001,Alamance County,North Carolina,8.8,41.88568
2018,37035,Catawba County,North Carolina,8.8,65.80968
2018,37095,Hyde County,North Carolina,8.8,20.25522
2018,37141,Pender County,North Carolina,8.8,31.71583
2018,37149,Polk County,North Carolina,8.8,62.7292
2018,38081,Sargent County,North Dakota,8.8,No Data
2018,40035,Craig County,Oklahoma,8.8,42.426809999999996
2018,40081,Lincoln County,Oklahoma,8.8,22.937749999999998
2018,40083,Logan County,Oklahoma,8.8,4.16571
2018,41033,Josephine County,Oregon,8.8,81.15491
2018,42015,Bradford County,Pennsylvania,8.8,112.72649000000001
2018,42071,Lancaster County,Pennsylvania,8.8,72.7474
2018,44003,Kent County,Rhode Island,8.8,87.64882
2018,46109,Roberts County,South Dakota,8.8,48.10468
2018,47139,Polk County,Tennessee,8.8,47.52852
2018,47185,White County,Tennessee,8.8,36.56976
2018,48187,Guadalupe County,Texas,8.8,29.96758
2018,49057,Weber County,Utah,8.8,43.04166
2018,51033,Caroline County,Virginia,8.8,16.273390000000003
2018,51103,Lancaster County,Virginia,8.8,47.15647
2018,51109,Louisa County,Virginia,8.8,10.64084
2018,51147,Prince Edward County,Virginia,8.8,57.01254
2018,51153,Prince William County,Virginia,8.8,43.16073
2018,51187,Warren County,Virginia,8.8,59.754999999999995
2018,54085,Ritchie County,West Virginia,8.8,20.93364
2018,05105,Perry County,Arkansas,8.9,19.1296
2018,06007,Butte County,California,8.9,62.047760000000004
2018,12095,Orange County,Florida,8.9,91.92997
2018,13057,Cherokee County,Georgia,8.9,42.894740000000006
2018,13061,Clay County,Georgia,8.9,35.28582
2018,13099,Early County,Georgia,8.9,58.88126
2018,13183,Long County,Georgia,8.9,No Data
2018,13195,Madison County,Georgia,8.9,16.7336
2018,13199,Meriwether County,Georgia,8.9,28.34601
2018,13207,Monroe County,Georgia,8.9,58.01726
2018,13225,Peach County,Georgia,8.9,21.781750000000002
2018,13301,Warren County,Georgia,8.9,57.099349999999994
2018,15001,Hawaii County,Hawaii,8.9,79.39934000000001
2018,17001,Adams County,Illinois,8.9,97.80698000000001
2018,17119,Madison County,Illinois,8.9,46.013549999999995
2018,17143,Peoria County,Illinois,8.9,131.15376
2018,18031,Decatur County,Indiana,8.9,56.47803
2018,18061,Harrison County,Indiana,8.9,44.42799
2018,18081,Johnson County,Indiana,8.9,82.19161000000001
2018,19045,Clinton County,Iowa,8.9,49.538000000000004
2018,19147,Palo Alto County,Iowa,8.9,45.01463
2018,20047,Edwards County,Kansas,8.9,No Data
2018,20137,Norton County,Kansas,8.9,37.306470000000004
2018,20149,Pottawatomie County,Kansas,8.9,65.61949
2018,21085,Grayson County,Kentucky,8.9,56.760130000000004
2018,21137,Lincoln County,Kentucky,8.9,24.44091
2018,21203,Rockcastle County,Kentucky,8.9,41.928720000000006
2018,22067,Morehouse Parish,Louisiana,8.9,32.1621
2018,27087,Mahnomen County,Minnesota,8.9,18.093
2018,27115,Pine County,Minnesota,8.9,23.66544
2018,27143,Sibley County,Minnesota,8.9,13.454419999999999
2018,28131,Stone County,Mississippi,8.9,27.26876
2018,29087,Holt County,Missouri,8.9,22.71179
2018,29097,Jasper County,Missouri,8.9,62.93021
2018,31185,York County,Nebraska,8.9,87.72571
2018,37013,Beaufort County,North Carolina,8.9,46.81449
2018,37151,Randolph County,North Carolina,8.9,48.02773
2018,37193,Wilkes County,North Carolina,8.9,40.92849
2018,38025,Dunn County,North Dakota,8.9,No Data
2018,39157,Tuscarawas County,Ohio,8.9,38.04885
2018,40111,Okmulgee County,Oklahoma,8.9,38.99649
2018,41019,Douglas County,Oregon,8.9,67.57974
2018,42055,Franklin County,Pennsylvania,8.9,59.98955
2018,47017,Carroll County,Tennessee,8.9,43.21677
2018,47035,Cumberland County,Tennessee,8.9,69.39855
2018,47039,Decatur County,Tennessee,8.9,34.29649
2018,47041,Dekalb County,Tennessee,8.9,39.043440000000004
2018,47079,Henry County,Tennessee,8.9,68.0167
2018,47181,Wayne County,Tennessee,8.9,29.9886
2018,48291,Liberty County,Texas,8.9,22.67085
2018,51035,Carroll County,Virginia,8.9,90.6314
2018,53011,Clark County,Washington,8.9,75.37261
2018,53039,Klickitat County,Washington,8.9,57.97101
2018,53045,Mason County,Washington,8.9,23.96358
2018,54075,Pocahontas County,West Virginia,8.9,36.37686
2018,54101,Webster County,West Virginia,8.9,36.97313
2018,02282,Yakutat City and Borough,Alaska,9,No Data
2018,04007,Gila County,Arizona,9,40.72717
2018,05053,Grant County,Arkansas,9,10.9499
2018,05065,Izard County,Arkansas,9,29.34918
2018,05087,Madison County,Arkansas,9,30.164089999999998
2018,12099,Palm Beach County,Florida,9,79.30409999999999
2018,13001,Appling County,Georgia,9,32.63353
2018,13129,Gordon County,Georgia,9,41.40572
2018,13205,Mitchell County,Georgia,9,41.16544
2018,13231,Pike County,Georgia,9,21.09482
2018,17031,Cook County,Illinois,9,95.58791
2018,18103,Miami County,Indiana,9,19.70943
2018,18137,Ripley County,Indiana,9,3.5305700000000004
2018,19065,Fayette County,Iowa,9,35.62341
2018,19127,Marshall County,Iowa,9,48.261320000000005
2018,20015,Butler County,Kansas,9,65.75899
2018,21045,Casey County,Kentucky,9,6.1884999999999994
2018,21053,Clinton County,Kentucky,9,48.93326
2018,21129,Lee County,Kentucky,9,27.01607
2018,21169,Metcalfe County,Kentucky,9,19.859
2018,21221,Trigg County,Kentucky,9,13.65095
2018,22041,Franklin Parish,Louisiana,9,44.96628
2018,22053,Jefferson Davis Parish,Louisiana,9,44.63147
2018,22059,Lasalle Parish,Louisiana,9,67.15015
2018,27061,Itasca County,Minnesota,9,90.84866
2018,27065,Kanabec County,Minnesota,9,97.9372
2018,27069,Kittson County,Minnesota,9,No Data
2018,28069,Kemper County,Mississippi,9,10.26483
2018,29041,Chariton County,Missouri,9,13.466199999999999
2018,29047,Clay County,Missouri,9,63.613229999999994
2018,29101,Johnson County,Missouri,9,42.543749999999996
2018,29123,Madison County,Missouri,9,24.818
2018,29127,Marion County,Missouri,9,98.14231
2018,29165,Platte County,Missouri,9,81.40359000000001
2018,29195,Saline County,Missouri,9,52.721759999999996
2018,30041,Hill County,Montana,9,48.531909999999996
2018,31067,Gage County,Nebraska,9,65.07693
2018,31081,Hamilton County,Nebraska,9,96.5251
2018,31127,Nemaha County,Nebraska,9,86.05852
2018,31161,Sheridan County,Nebraska,9,38.12429
2018,36011,Cayuga County,New York,9,26.11784
2018,37197,Yadkin County,North Carolina,9,29.203280000000003
2018,39019,Carroll County,Ohio,9,22.29323
2018,39039,Defiance County,Ohio,9,49.88579
2018,39063,Hancock County,Ohio,9,51.46273
2018,39083,Knox County,Ohio,9,35.30054
2018,39165,Warren County,Ohio,9,93.77584
2018,40011,Blaine County,Oklahoma,9,42.422309999999996
2018,40073,Kingfisher County,Oklahoma,9,44.40216
2018,42047,Elk County,Pennsylvania,9,40.12036
2018,42051,Fayette County,Pennsylvania,9,33.262679999999996
2018,45017,Calhoun County,South Carolina,9,27.48574
2018,47001,Anderson County,Tennessee,9,46.76661
2018,47007,Bledsoe County,Tennessee,9,6.63834
2018,51027,Buchanan County,Virginia,9,23.80499
2018,51073,Gloucester County,Virginia,9,56.22791
2018,51191,Washington County,Virginia,9,74.43245
2018,51197,Wythe County,Virginia,9,41.83517
2018,53003,Asotin County,Washington,9,75.2812
2018,53071,Walla Walla County,Washington,9,120.14483
2018,54037,Jefferson County,West Virginia,9,52.49711
2018,01079,Lawrence County,Alabama,9.1,15.18649
2018,02060,Bristol Bay Borough,Alaska,9.1,No Data
2018,05005,Baxter County,Arkansas,9.1,81.08366
2018,05007,Benton County,Arkansas,9.1,60.18464
2018,05141,Van Buren County,Arkansas,9.1,30.22061
2018,06037,Los Angeles County,California,9.1,73.84123
2018,08101,Pueblo County,Colorado,9.1,70.06127
2018,12101,Pasco County,Florida,9.1,55.05942
2018,13019,Berrien County,Georgia,9.1,20.62175
2018,16035,Clearwater County,Idaho,9.1,102.78666000000001
2018,17093,Kendall County,Illinois,9.1,34.111169999999994
2018,18107,Montgomery County,Indiana,9.1,39.12567
2018,18125,Pike County,Indiana,9.1,16.14335
2018,18135,Randolph County,Indiana,9.1,20.27164
2018,18183,Whitley County,Indiana,9.1,58.88588
2018,19011,Benton County,Iowa,9.1,23.39637
2018,19069,Franklin County,Iowa,9.1,19.860970000000002
2018,19119,Lyon County,Iowa,9.1,34.02807
2018,19163,Scott County,Iowa,9.1,95.40716
2018,20097,Kiowa County,Kansas,9.1,40.40404
2018,20107,Linn County,Kansas,9.1,10.30609
2018,21051,Clay County,Kentucky,9.1,35.17411
2018,21121,Knox County,Kentucky,9.1,25.68631
2018,22037,East Feliciana Parish,Louisiana,9.1,31.356150000000003
2018,22089,St. Charles Parish,Louisiana,9.1,33.898309999999995
2018,23025,Somerset County,Maine,9.1,53.48229
2018,24003,Anne Arundel County,Maryland,9.1,69.402
2018,26031,Cheboygan County,Michigan,9.1,55.38851
2018,27081,Lincoln County,Minnesota,9.1,53.20092
2018,27089,Marshall County,Minnesota,9.1,10.711229999999999
2018,28143,Tunica County,Mississippi,9.1,No Data
2018,28157,Wilkinson County,Mississippi,9.1,34.76246
2018,29005,Atchison County,Missouri,9.1,38.887809999999995
2018,29117,Livingston County,Missouri,9.1,78.80738
2018,29213,Taney County,Missouri,9.1,75.09655
2018,31131,Otoe County,Nebraska,9.1,56.20784
2018,32510,Carson City,Nevada,9.1,75.11267
2018,35035,Otero County,New Mexico,9.1,50.377829999999996
2018,37077,Granville County,North Carolina,9.1,46.324639999999995
2018,37147,Pitt County,North Carolina,9.1,111.76152
2018,38071,Ramsey County,North Dakota,9.1,95.4944
